"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"348","'4","'Text 50","'Para-Military Forces: 46,000 border troops (Grenz- schutztruppe) including a Border Command separate from the regular army. 20,000 security troops. 350,000 in armed workers' organiza- tions (Betriebskampfgruppen).","'75","'91.79687500","04597227108459808/layout.csv"
"349","'4","'Section header 11","'HUNGARY","'76","'59.27734375","04597227108459808/layout.csv"
"350","'4","'Text 51","'Population: 10,320,000. Military service: 2-3 years. Total regular forces: 103,000. Estimated GNP 1970: $14.4 billion. Defence expenditure 1970: 8,900 million forints ($511,000,000). 17.4 forints = $1.","'77","'92.87109375","04597227108459808/layout.csv"
"351","'4","'List 4",NA,"'78","'43.11523438","04597227108459808/layout.csv"
"352","'4","'Text 52 - Part of List 4","'Army: 90,000.","'79","'37.93945313","04597227108459808/layout.csv"
"353","'4","'Text 53 - Part of List 4","'2 tank divisions.","'80","'37.37792969","04597227108459808/layout.csv"
"354","'4","'Text 54 - Part of List 4","'5 motorized rifle divisions.","'81","'40.60058594","04597227108459808/layout.csv"
"355","'4","'Text 55 - Part of List 4","'2 SAM battalions with SA-2.","'82","'39.13574219","04597227108459808/layout.csv"
"356","'4","'Text 56 - Part of List 4","'T-10 hy tanks; about 1600 med tanks, mainly T-55, with some T-34, T-54 and T-62; 50 PT-76 It tanks; FUG-A armd cars; OT-65 scout cars; OT-64, OT-66 and BTR-152 APC; SU-100 and JSU-122 SP guns; about 400 76mm, 85mm and 122mm guns, and 122mm howitzers; FROG SSM; 57mm ATk guns; Snapper, Swatter and Sagger ATGW; ZSU-57 SP AA guns; SA-2 SAM.","'83","'42.26074219","04597227108459808/layout.csv"
"357","'4","'Text 57","'Navy: 500. There is a Danube flotilla of: 40 minesweepers. 20 patrol craft.","'84","'57.27539063","04597227108459808/layout.csv"
"358","'4","'Text 58","'Air Force: 12,500; 130 combat aircraft. 1 fighter-bomber/recce squadron with MiG-17. 10 interceptor squadrons with MiG-19 and MiG-21. (12 aircraft in a combat squadron.) About 25 An-2, Il-14 and Li-2 transport aircraft. About 6 Mi-1 and Mi-4 helicopters.","'85","'81.64062500","04597227108459808/layout.csv"
"359","'4","'Text 59","'Para-Military Forces: 27,000 security and border guard troops. 250,000 workers' militia.","'86","'71.77734375","04597227108459808/layout.csv"
"360","'4","'Section header 12","'POLAND","'87","'71.53320313","04597227108459808/layout.csv"
"361","'4","'Text 60","'Population: 33,200,000. Military service: Army and Air Force, 2 years; Navy and special services, 3 years; Internal security forces, 27 months. Total regular forces: 265,000. Estimated GNP 1970: $42.5 billion. Defence expenditure 1970: 35,300 million zloty ($2,220,000,000). 15.9 zloty=$1. Army: 190,000. 5 tank divisions. 8 motorized rifle divisions. 1 airborne division. 1 amphibious assault division. (Divisions are at 70 per cent of strength, except those in the Warsaw Military District which are at 30-50 per cent of strength.) 30 JS-3 and T-10 hy tanks; 3,400 med tanks, mostly T-54 and T-55, with some T-34 and T-62; about 150 PT-76 It tanks; FUG-A armd cars; BTR-40P scout cars; OT-62, OT-64 (Skot-2) and BTR M-1967 APC; ASU-57, SU-100, JSU-122 and JSU-152 SP g7ns; FROG and Scud SSM; 57mm, 85mm and 100mm anti- tank guns; Snapper, Swatter and Sagger ATGW; SA-2 SAM.","'88","'50.68359375","04597227108459808/layout.csv"
"362","'5","'Page number 4","'11","'89","'75.68359375","04597227108459808/layout.csv"
"363","'5","'Text 61","'Navy: 20,000 (including 1,000 marines).","'90","'81.05468750","04597227108459808/layout.csv"
"364","'5","'List 5",NA,"'91","'89.25781250","04597227108459808/layout.csv"
"365","'5","'Text 62 - Part of List 5","'5 submarines.","'92","'95.31250000","04597227108459808/layout.csv"
"366","'5","'Text 63 - Part of List 5","'2 destroyers.","'93","'96.14257813","04597227108459808/layout.csv"
"367","'5","'Text 64 - Part of List 5","'30 coastal escorts/submarine chasers.","'94","'98.19335938","04597227108459808/layout.csv"
"368","'5","'Text 65 - Part of List 5","'24 fleet minesweepers.","'95","'97.46093750","04597227108459808/layout.csv"
"369","'5","'Text 66 - Part of List 5","'27 inshore minesweepers.","'96","'98.14453125","04597227108459808/layout.csv"
"370","'5","'Text 67 - Part of List 5","'12 Osa-class patrol boats with Styx SSM.","'97","'98.19335938","04597227108459808/layout.csv"
"371","'5","'Text 68 - Part of List 5","'20 torpedo boats (less than 100 tons).","'98","'97.16796875","04597227108459808/layout.csv"
"372","'5","'Text 69 - Part of List 5","'22 landing ships.","'99","'96.38671875","04597227108459808/layout.csv"
"373","'5","'Text 70 - Part of List 5","'45 naval aircraft, mostly MiG-17, with a few Il-28 It bombers, and some helicopters.","'100","'96.33789063","04597227108459808/layout.csv"
"374","'5","'Text 71","'Samlet cruise missiles for coastal defence.","'101","'88.18359375","04597227108459808/layout.csv"
"375","'5","'Text 72","'Air Force: 55,000; 730 combat aircraft.","'102","'58.49609375","04597227108459808/layout.csv"
"376","'5","'Text 73","'6 light bomber/recce squadrons with Il-28.","'103","'53.61328125","04597227108459808/layout.csv"
"377","'5","'List 6",NA,"'104","'92.33398438","04597227108459808/layout.csv"
"378","'5","'Text 74 - Part of List 6","'12 fighter-bomber squadrons with MiG-17 and Su-7.","'105","'94.58007813","04597227108459808/layout.csv"
"379","'5","'Text 75 - Part of List 6","'40 interceptor squadrons with MiG-17, MiG-19 and MiG-21.","'106","'96.28906250","04597227108459808/layout.csv"
"380","'5","'Text 76 - Part of List 6","'3 reconnaissance squadrons with MiG-15 and MiG-17.","'107","'95.99609375","04597227108459808/layout.csv"
"381","'5","'Text 77 - Part of List 6","'(12 aircraft in a combat squadron.)","'108","'84.32617188","04597227108459808/layout.csv"
"382","'5","'Text 78 - Part of List 6","'About 45 An-2, An-12, Il-12, II-14, Il-18 and Li-2 transports.","'109","'92.87109375","04597227108459808/layout.csv"
"383","'5","'Text 79 - Part of List 6","'40 helicopters, including Mi-1 and Mi-4.","'110","'71.87500000","04597227108459808/layout.csv"
"384","'5","'Text 80","'Para-Military Forces: 65,000 security and border troops, including armoured brigades of the Frontier Defence Force, and operating 20 small patrol boats.","'111","'95.01953125","04597227108459808/layout.csv"
"385","'5","'Section header 13","'RUMANIA","'112","'53.80859375","04597227108459808/layout.csv"
"386","'5","'Text 81","'Population: 20,400,000. Military service: Army and Air Force, 16 months; Navy, 2 years. Total regular forces: 160,000. Estimated GNP 1970: $21.4 billion.","'113","'97.60742188","04597227108459808/layout.csv"
"387","'5","'Text 82","'Defence Budget 1971: 7,500 million lei ($798,000,000). 9.4 lei=$1.","'114","'69.67773438","04597227108459808/layout.csv"
"388","'5","'Text 83","'Army: 130,000.","'115","'90.47851563","04597227108459808/layout.csv"
"389","'5","'Text 84","'2 tank divisions.","'116","'96.19140625","04597227108459808/layout.csv"
"390","'5","'Text 85","'7 motorized rifle divisions.","'117","'95.75195313","04597227108459808/layout.csv"
"391","'5","'Text 86","'1 mountain brigade.","'118","'94.72656250","04597227108459808/layout.csv"
"392","'5","'Text 87","'1 airborne regiment.","'119","'91.30859375","04597227108459808/layout.csv"
"393","'5","'Text 88","'(All at about 90 per cent of strength.)","'120","'63.18359375","04597227108459808/layout.csv"
"394","'5","'Text 89","'A few JS-3 and T-10 hy tanks; 1,700 T-34, T-54, T-55 and T-62 med tanks; about 900 BTR-40, BTR-50P and BTR-152 APC; SU-100 and JSU-122 SP guns; 76mm, 122mm and 152mm guns; about 75 FROG SSM; 57mm, 85mm and 100mm ATK guns; Snapper, Swatter and Sagger ATGW; 37mm, 57mm and 100mm AA guns; SA-2 SAM.","'121","'87.79296875","04597227108459808/layout.csv"
"395","'5","'List 7",NA,"'122","'52.92968750","04597227108459808/layout.csv"
"396","'5","'Text 90 - Part of List 7","'Navy: 9,000.","'123","'59.37500000","04597227108459808/layout.csv"
"397","'5","'Text 91 - Part of List 7","'6 coastal escorts.","'124","'77.53906250","04597227108459808/layout.csv"
"398","'5","'Text 92 - Part of List 7","'4 minesweepers.","'125","'75.19531250","04597227108459808/layout.csv"
"399","'5","'Text 93 - Part of List 7","'22 inshore minesweepers.","'126","'79.73632813","04597227108459808/layout.csv"
"400","'5","'Text 94 - Part of List 7","'5 Osa-class patrol boats with Styx SSM.","'127","'80.37109375","04597227108459808/layout.csv"
"401","'5","'Text 95 - Part of List 7","'12 motor torpedo boats (less than 100 tons).","'128","'84.86328125","04597227108459808/layout.csv"
"402","'5","'Text 96 - Part of List 7","'8 landing craft.","'129","'74.60937500","04597227108459808/layout.csv"
"403","'5","'Text 97","'Air Force: 21,000; 230 combat aircraft. 18 interceptor squadrons with MiG-17, MiG-19 and MiG-21. 1 reconnaissance squadron with II-28. (12 aircraft in a combat squadron.) 1 transport squadron with II-14 and Li-2. 10 Mi-4 helicopters.","'130","'70.31250000","04597227108459808/layout.csv"
"404","'5","'Text 98","'Para-Military Forces: 40,000, including border troops. A militia of about 500,000.","'131","'84.32617188","04597227108459808/layout.csv"
"405","'5","'Section header 14","'THE NORTH ATLANTIC TREATY","'132","'46.48437500","04597227108459808/layout.csv"
"406","'5","'Section header 15","'Treaties","'133","'44.84863281","04597227108459808/layout.csv"
"407","'5","'Text 99","'The North Atlantic Treaty was signed in 1949 by Belgium, Britain, Canada, Denmark, France, Iceland, Italy, Luxembourg, the Netherlands, Norway, Portugal and the United States; Greece and Turkey joined in 1952 and West Germany in 1955. The Treaty unites Western Europe and North America in a commitment to consult together if the security of any one member is threatened, and to consider an armed attack against one as an attack against all, to be met by such action as each of them deems necessary, 'including the use of armed force, to restore and maintain the security of the North Atlantic area'.","'134","'95.45898438","04597227108459808/layout.csv"
"408","'6","'Page number 5","'12","'135","'91.16210938","04597227108459808/layout.csv"
"409","'6","'Text 100","'The Paris Agreements of 1954, added a Protocol to the Treaty, strengthening the structure of NATO, and revised the Brussels Treaty of 1948, which now includes Italy and West Germany in addition to its original members (Benelux countries, Britain and France).","'136","'97.99804688","04597227108459808/layout.csv"
"410","'6","'Text 101","'The Brussels Treaty signatories are committed to give one another 'all the military and other aid and assistance in their power' if they are the subject of 'armed aggression in Europe'.","'137","'91.45507813","04597227108459808/layout.csv"
"411","'6","'Text 102","'Since 1969 members of the Atlantic Alliance can withdraw on one year's notice; the Brussels Treaty was signed for 50 years.","'138","'92.52929688","04597227108459808/layout.csv"
"412","'6","'Section header 16","'Organization","'139","'93.99414063","04597227108459808/layout.csv"
"413","'6","'Text 103","'The Organization of the North Atlantic Treaty is known as NATO. The governing body of the alliance, the North Atlantic Council, which has its headquarters in Brussels, consists of the Ministers of the fifteen member-countries, who normally meet twice a year, and, in permanent session, of ambassadors representing each government.","'140","'94.67773438","04597227108459808/layout.csv"
"414","'6","'Text 104","'In 1966, France left the integrated military organization and the 14-nation Defence Planning Committee (DPC), on which France does not sit, was formed. It meets at the same levels as the Council and deals with questions related to NATO's integrated military planning and other matters in which France does not participate. The Secretary-General and an international staff advise on the politico-military, financial, economic and scientific aspects of defence planning.","'141","'94.33593750","04597227108459808/layout.csv"
"415","'6","'Text 105","'Two permanent bodies for nuclear planning were established in 1966. The first, the Nuclear Defence Affairs Committee (NDAC) is open to all NATO members (France, Iceland and Luxem- bourg do not take part): it normally meets at Defence Minister level once or twice a year, to associate non-nuclear members in the nuclear affairs of the alliance. The Secretary-General is Chairman of the NDAC.","'142","'94.62890625","04597227108459808/layout.csv"
"416","'6","'Text 106","'The second, the Nuclear Planning Group (NPG), derived from and subordinate to the NDAC, has eight members, and is intended to go further into the details of topics raised there. The members in June 1971 were Britain, Canada, Germany, Italy, the Netherlands, Norway, Turkey and the United States (Belgium, Denmark and Greece had participated earlier). The Secretary-General also chairs the NPG.","'143","'93.89648438","04597227108459808/layout.csv"
"417","'6","'Text 107","'The Council's military advisors are the Military Committee, which gives policy direction to the NATO military commands. The Military Committee consists of the Chiefs of Staff of all member countries, except France, which maintains a liaison staff, and Iceland, which is not represented; in permanent session, the Chiefs of Staff are represented by Military Representatives who are located in Brussels together with the Council. The Military Committee has an independent Chair- man and is served by an integrated, international military staff. The major NATO Commanders are responsible to the Military Committee, although they also have direct access to the Council and heads of Governments.","'144","'95.50781250","04597227108459808/layout.csv"
"418","'6","'Text 108","'The principal military commands of NATO are Allied Command Europe (ACE), Allied Command Atlantic (ACLANT) and Allied Command Channel (ACCHAN).","'145","'65.33203125","04597227108459808/layout.csv"
"419","'6","'Text 109","'The NATO European and Atlantic Commands participate in the Joint Strategic Planning System at Omaha, Nebraska, but there is no Alliance Command specifically covering strategic nuclear forces. As for ballistic-missile submarines, the United States has committed a small number and Britain all hers to the planning control of SACEUR, and the United States a larger number to SACLANT.","'146","'93.50585938","04597227108459808/layout.csv"
"420","'6","'Text 110","'The Supreme Allied Commander Europe (SACEUR) and the Supreme Allied Commander Atlantic (SACLANT) have always been American officers; and the Commander-in-Chief Channel (CINCCHAN) and Deputy SACEUR and Deputy SACLANT British. SACEUR is also Com- mander-in-Chief of the United States forces in Europe.","'147","'92.82226563","04597227108459808/layout.csv"
"421","'6","'Text 111","'(i) ALLIED COMMAND EUROPE (ACE) has its headquarters known as SHAPE (Supreme Head- quarters, Allied Powers in Europe), at Casteau, near Mons, in Belgium. It is responsible for the","'148","'94.09179688","04597227108459808/layout.csv"
"422","'7","'Page number 6","'13","'149","'91.30859375","04597227108459808/layout.csv"
"423","'7","'Text 112","'defence of all NATO territory in Europe excluding Britain, France, Iceland and Portugal and of all Turkey. It also has general responsibility for the air defence of Britain.","'150","'97.36328125","04597227108459808/layout.csv"
"424","'7","'Text 113","'The European Command has some 7,000 tactical nuclear warheads in its area. There is a very wide range in the kiloton spectrum. The number of delivery vehicles (aircraft, missiles and howitzers) is about 2,250, spread among all countries, excluding Luxembourg. The nuclear explosives them- selves, however, are maintained in American custody. Tactical nuclear bombs and missile war- heads are all fission. The average yield of the bombs stockpiled in Europe for the use of NATO tactical aircraft is about 100 kilotons, and of the missile warheads, 20 kilotons.","'151","'94.82421875","04597227108459808/layout.csv"
"425","'7","'Text 114","'About 60 division equivalents are available to SACEUR in peacetime. The Command has some 2,900 tactical aircraft, based on about 150 standard NATO airfields and backed up by a system of jointly financed storage depots, fuel pipelines and signal communications. The majority of the land and air forces stationed in the Command are assigned to SACEUR while the naval forces are earmarked.","'152","'93.65234375","04597227108459808/layout.csv"
"426","'7","'Text 115","'The 2nd French Corps of two divisions (which is not integrated in NATO forces) is stationed in Germany under a status agreement reached between the French and German Governments. Co- operation with NATO forces and commands has been agreed between the commanders concerned.","'153","'86.32812500","04597227108459808/layout.csv"
"427","'7","'Text 116","'The ACE Mobile Force (AMF), has been formed as a NATO force with particular reference to the northern or south-eastern flanks. Found by eight countries, it consists of eight infantry battalion groups, an armoured reconnaissance squadron and ground-support fighter squadrons, but has no air transport of its own.","'154","'92.57812500","04597227108459808/layout.csv"
"428","'7","'Text 117","'The following Commands are subordinate to Allied Command Europe:","'155","'86.27929688","04597227108459808/layout.csv"
"429","'7","'Text 118","'(a) Allied Forces Central Europe (AFCENT) has command of both the land forces and the air forces in the Central European Sector. Its headquarters are at Brunssum, Netherlands, and its Commander (CINCENT) is a German general.","'156","'94.23828125","04597227108459808/layout.csv"
"430","'7","'Text 119","'The forces of the Central European Command include 21 divisions assigned by Belgium, Britain, Canada, West Germany, the Netherlands and the United States and about 1,700 tactical aircraft.","'157","'94.58007813","04597227108459808/layout.csv"
"431","'7","'Text 120","'The Command is sub-divided into Northern Army Group (NORTHAG) and Central Army Group (CENTAG). NORTHAG, responsible for the defence of the sector north of the Göttingen- Liège axis, includes the Belgian, British and Dutch divisions, four German divisions and is supported by 2nd Allied Tactical Air Force (ATAF), composed of Belgian, British, Dutch and German units. The American forces, seven German divisions and the Canadian battle group are under the Central Army Group, supported by the 4th ATAF which includes American, German and Canadian units, and an American Army Air Defense Command.","'158","'97.65625000","04597227108459808/layout.csv"
"432","'7","'List 8",NA,"'159","'74.85351563","04597227108459808/layout.csv"
"433","'7","'Text 121 - Part of List 8","'(b) Allied Forces Northern Europe (AFNORTH) has its headquarters at Kolsaas, Norway, and is responsible for the defence of Denmark, Norway, Schleswig-Holstein and the Baltic Approaches. The Commander has always been a British General. Most of the Danish and Norwegian land, sea and tactical air forces are earmarked for it, and most of their active reserves assigned to it. Germany has assigned one division, two combat air wings and her Baltic fleet.","'160","'97.65625000","04597227108459808/layout.csv"
"434","'7","'Text 122 - Part of List 8","'(c) Allied Forces Southern Europe (AFSOUTH) has its headquarters at Naples, and its Commander (CINCSOUTH) has always been an American admiral. It is responsible for the defence of Italy, Greece and Turkey, and for safeguarding communications in the Mediterranean and the Turkish territorial waters of the Black Sea. The formations available include 14 divisions from Turkey, 12 from Greece and 7 from Italy, as well as the tactical air forces of these countries. Other forma- tions from these three countries have been earmarked for AFSOUTH, as have the United States 6th Fleet, and naval forces of Greece, Italy, Turkey and Britain. The ground-defence system is based on two separate commands: Southern, comprising Italy and the approaches to it, under an Italian Commander, and South-Eastern, comprising Greece and Turkey, under an American Commander. There is, however, an overall air command and there is a single naval command (NAVSOUTH), responsible to AFSOUTH with its headquarters in Malta.","'161","'97.41210938","04597227108459808/layout.csv"
"435","'8","'Page number 7","'14","'162","'90.72265625","04597227108459808/layout.csv"
"436","'8","'Text 123","'A special air surveillance unit, Maritime Air Forces Mediterranean (MARAIRMED), is now operating Italian, British and American patrol aircraft from bases in Greece, Turkey, Sicily, Malta and Italy. French aircraft are participating in these operations. Its Commander, an American rear- admiral, is immediately responsible to CINCSOUTH.","'163","'96.82617188","04597227108459808/layout.csv"
"437","'8","'Text 124","'The Allied On-Call Naval Force for the Mediterranean (NAVOCFORMED) has consisted of at least three destroyers, contributed by Italy, Britain and the United States, and three smaller ships provided by other Mediterranean countries, depending upon the area of operation.","'164","'96.14257813","04597227108459808/layout.csv"
"438","'8","'List 9",NA,"'165","'37.37792969","04597227108459808/layout.csv"
"439","'8","'Text 125 - Part of List 9","'(ii) ALLIED COMMAND ATLANTIC (ACLANT) has its headquarters at Norfolk, Virginia, and is res- ponsible for the North Atlantic area from the North Pole to the Tropic of Cancer, including Portuguese coastal waters.","'166","'81.98242188","04597227108459808/layout.csv"
"440","'8","'Text 126 - Part of List 9","'In the event of war, its duties are to participate in the strategic strike and to protect sea com- munications. There are no forces assigned to the command in peacetime except Standing Naval Force Atlantic (STANAVFORLANT), which normally consists, at any one time, of four destroyer- type ships. However, for training purposes and in the event of war, forces which are predominantly naval are earmarked for assignment by Britain, Canada, Denmark, Netherlands, Portugal and the United States. There are arrangements for co-operation between French naval forces and those of SACLANT. There are five subordinate commands: Western Atlantic Command, Eastern Atlantic Command, Iberian Atlantic Command, Striking Fleet Atlantic and Submarine Command. The nucleus of the Striking Fleet Atlantic has been provided by the American 2nd Fleet with up to six attack carriers; their nuclear role is shared with the missile-firing submarines.","'167","'97.36328125","04597227108459808/layout.csv"
"441","'8","'Text 127 - Part of List 9","'(iii) ALLIED COMMAND CHANNEL (ACCHAN) has its headquarters at Northwood near London. The wartime role of Channel Command is to exercise control of the English Channel and the southern North Sea. Many of the smaller warships of Belgium, Britain and the Netherlands are earmarked for this Command, as are some maritime aircraft. There are arrangements for co-operation with French naval forces.","'168","'93.11523438","04597227108459808/layout.csv"
"442","'8","'Section header 17","'Policy","'169","'87.89062500","04597227108459808/layout.csv"
"443","'8","'Text 128","'The political and strategic guidance laid down in 1967 includes the concept of political warning time in a crisis and the possibility of distinguishing between an enemy's military capabilities and his political intentions. The strategic doctrine defined by the DPC in December 1967 envisaged that NATO would meet attacks on its territory with whatever force levels were appropriate. In June 1968 at the Ministerial Meeting at Reykjavik, the Council called on the countries of the Warsaw Pact to join in discussions of mutual force reductions, reciprocal and balanced in scope and timing, and repeated this invitation at their meeting in Rome in 1970.","'170","'98.04687500","04597227108459808/layout.csv"
"444","'8","'Section header 18","'BELGIUM","'171","'66.89453125","04597227108459808/layout.csv"
"445","'8","'Text 129","'Population: 9,800,000. Military service: 12 months. Total armed forces: 96,500. Estimated GNP 1970: $24.9 billion. Defence budget 1971: 29,700 million francs ($594,000,000). 50 francs = $1.","'172","'96.87500000","04597227108459808/layout.csv"
"446","'8","'Text 130","'Army: 71,500.","'173","'43.87207031","04597227108459808/layout.csv"
"447","'8","'List 10",NA,"'174","'84.66796875","04597227108459808/layout.csv"
"448","'8","'Text 131 - Part of List 10","'2 mechanized divisions of two brigades each.","'175","'94.62890625","04597227108459808/layout.csv"
"449","'8","'Text 132 - Part of List 10","'1 paracommando regiment.","'176","'93.65234375","04597227108459808/layout.csv"
"450","'8","'Text 133 - Part of List 10","'2 SSM battalions with Honest John.","'177","'96.09375000","04597227108459808/layout.csv"
"451","'8","'Text 134 - Part of List 10","'2 SAM battalions with HAWK.","'178","'96.82617188","04597227108459808/layout.csv"
"452","'8","'Text 135","'4 squadrons with Alouette II and Do-27. 330 Leopard and 175 M-47 med tanks; 135 M-41 It tanks; M-75 and AMX-VTT APC; M-108 105mm, M-44 and M-109 155mm and M-55 203mm SP howitzers; 203mm howitzers. RESERVES: 1 mech bde and 1 motorized bde.","'179","'95.16601563","04597227108459808/layout.csv"
"453","'8","'Text 136","'Navy: 5,000.","'180","'63.33007813","04597227108459808/layout.csv"
"454","'8","'List 11",NA,"'181","'84.76562500","04597227108459808/layout.csv"
"455","'8","'Text 137 - Part of List 11","'5 fleet minesweepers/minehunters.","'182","'91.01562500","04597227108459808/layout.csv"
"456","'8","'Text 138 - Part of List 11","'2 fleet minesweepers.","'183","'87.69531250","04597227108459808/layout.csv"
"457","'8","'Text 139 - Part of List 11","'10 coastal minesweepers/minehunters.","'184","'91.35742188","04597227108459808/layout.csv"
"458","'8","'Text 140 - Part of List 11","'10 inshore minesweepers.","'185","'35.18066406","04597227108459808/layout.csv"
"459","'8","'Text 141 - Part of List 11","'2 support ships.","'186","'87.69531250","04597227108459808/layout.csv"
"460","'8","'Text 142 - Part of List 11","'2 S-58 and 3 Alouette III helicopters. RESERVES: 3,000 trained.","'187","'90.77148438","04597227108459808/layout.csv"
"461","'9","'Page number 8","'15","'188","'37.57324219","04597227108459808/layout.csv"
"462","'9","'Text 143","'Air Force: 20,000; 175 combat aircraft.","'189","'80.32226563","04597227108459808/layout.csv"
"463","'9","'List 12",NA,"'190","'90.13671875","04597227108459808/layout.csv"
"464","'9","'Text 144 - Part of List 12","'2 fighter-bomber squadrons with F-104G.","'191","'97.26562500","04597227108459808/layout.csv"
"465","'9","'Text 145 - Part of List 12","'2 fighter-bomber squadrons with F-84F.","'192","'96.38671875","04597227108459808/layout.csv"
"466","'9","'Text 146 - Part of List 12","'2 AWX squadrons with F-104G.","'193","'95.11718750","04597227108459808/layout.csv"
"467","'9","'Text 147 - Part of List 12","'1 reconnaissance squadron with RF-84F.","'194","'61.42578125","04597227108459808/layout.csv"
"468","'9","'Text 148 - Part of List 12","'(The F-84F and RF-84F are being replaced by Mirage-VB.)","'195","'96.19140625","04597227108459808/layout.csv"
"469","'9","'Text 149 - Part of List 12","'(A combat squadron has 18-25 aircraft.)","'196","'87.25585938","04597227108459808/layout.csv"
"470","'9","'Text 150 - Part of List 12","'33 C-119 and 18 C-47, Pembroke and DC-6 tpts.","'197","'95.21484375","04597227108459808/layout.csv"
"471","'9","'Text 151 - Part of List 12","'11 HSS-1 helicopters.","'198","'82.95898438","04597227108459808/layout.csv"
"472","'9","'Text 152 - Part of List 12","'8 SAM squadrons with Nike-Hercules.","'199","'95.26367188","04597227108459808/layout.csv"
"473","'9","'Text 153","'Para-Military Forces: 13,500 Gendarmerie.","'200","'79.83398438","04597227108459808/layout.csv"
"474","'9","'Section header 19","'BRITAIN","'201","'68.60351563","04597227108459808/layout.csv"
"475","'9","'Text 154","'Population: 56,000,000. Voluntary military service. Total armed forces: 380,900 (including 16,300 en- listed outside Britain). Estimated GNP 1970: $121 billion. Defence budget 1971/72: £2,545 million ($6,108 million). £1 = $2.40.","'202","'83.30078125","04597227108459808/layout.csv"
"476","'9","'Section header 20","'Strategic Forces","'203","'43.21289063","04597227108459808/layout.csv"
"477","'9","'Text 155","'4 SSBN each with 16 Polaris A-3 missiles.","'204","'27.36816406","04597227108459808/layout.csv"
"478","'9","'Text 156","'The Ballistic Missile Early Warning System (BMEWS) station at Fylingdales provides early warning of missile threats.","'205","'55.27343750","04597227108459808/layout.csv"
"479","'9","'Text 157","'Army: 185,300 (including 14,200 enlisted outside Britain).","'206","'82.42187500","04597227108459808/layout.csv"
"480","'9","'List 13",NA,"'207","'30.90820313","04597227108459808/layout.csv"
"481","'9","'Text 158 - Part of List 13","'12 armoured regiments.","'208","'93.35937500","04597227108459808/layout.csv"
"482","'9","'Text 159 - Part of List 13","'5 armoured car regiments.","'209","'96.53320313","04597227108459808/layout.csv"
"483","'9","'Text 160 - Part of List 13","'43 infantry battalions.","'210","'96.53320313","04597227108459808/layout.csv"
"484","'9","'Text 161 - Part of List 13","'3 parachute battalions.","'211","'97.41210938","04597227108459808/layout.csv"
"485","'9","'Text 162 - Part of List 13","'6 Gurkha battalions.","'212","'96.92382813","04597227108459808/layout.csv"
"486","'9","'Text 163 - Part of List 13","'1 special air service (SAS) regiment.","'213","'96.14257813","04597227108459808/layout.csv"
"487","'9","'Text 164 - Part of List 13","'3 regts with Honest John SSM and 203mm how- itzers.","'214","'97.26562500","04597227108459808/layout.csv"
"488","'9","'Text 165 - Part of List 13","'24 other artillery regiments.","'215","'91.25976563","04597227108459808/layout.csv"
"489","'9","'Text 166 - Part of List 13","'1 SAM regiment with Thunderbird.","'216","'93.79882813","04597227108459808/layout.csv"
"490","'9","'Text 167 - Part of List 13","'14 engineer regiments.","'217","'90.08789063","04597227108459808/layout.csv"
"491","'9","'Text 168 - Part of List 13","'59 of the above units are organized in two armoured, twelve infantry, one parachute and one Gurkha brigades.","'218","'91.16210938","04597227108459808/layout.csv"
"492","'9","'Text 169 - Part of List 13","'EQUIPMENT: 900 Chieftain and Centurion med tanks; 105mm Abbot and M-107 175mm SP guns; M-109 155mm SP howitzers: 203mm howitzers; Honest John SSM; Vigilant and Swingfire ATGW; light aircraft and 30 Scout helicopters.","'219","'89.16015625","04597227108459808/layout.csv"
"493","'9","'Section header 21 - Part of List 13","'DEPLOYMENT:","'220","'48.92578125","04597227108459808/layout.csv"
"494","'9","'Text 170 - Part of List 13","'The Strategic Reserve - includes one div of three airportable bdes and two parachute bns of the United Kingdom Mobile Force (UKMF), and the SAS regiment.","'221","'95.80078125","04597227108459808/layout.csv"
"495","'9","'Text 171","'Germany - British Army of the Rhine (BAOR), of 54,900, includes three div HQ, one mech and five armd bdes, two armd car regts, two arty bdes and the Thunderbird SAM regt. In Berlin there is one 3,000-strong brigade.","'222","'62.06054688","04597227108459808/layout.csv"
"496","'9","'Text 172","'Far East (excl Hong Kong) - By the end of 1971 the force will be reduced to one bn gp in Singa- pore, and one Gurkha bn in Brunei.","'223","'62.06054688","04597227108459808/layout.csv"
"497","'9","'Text 173","'Hong Kong - five inf bns, one arty regt.","'224","'49.70703125","04597227108459808/layout.csv"
"498","'9","'Text 174","'Persian Gulf - two inf bns and support units (until end of 1971).","'225","'57.47070313","04597227108459808/layout.csv"
"499","'9","'Text 175","'Cyprus - UNFICYP: one inf bn and one air portable recce sqn. Garrison: one inf bn and one armd car sqn.","'226","'64.40429688","04597227108459808/layout.csv"
"500","'9","'Text 176","'Malta - one inf bn and one coy gp.","'227","'54.39453125","04597227108459808/layout.csv"
"501","'9","'Text 177","'Gibraltar - one inf bn.","'228","'49.41406250","04597227108459808/layout.csv"
"502","'9","'Text 178","'The Caribbean - one coy gp and engr det.","'229","'50.87890625","04597227108459808/layout.csv"
"503","'9","'Text 179","'RESERVES: 118,200 Regular Reserves. 49,000 Volun- teer reserves.","'230","'76.12304688","04597227108459808/layout.csv"
"504","'9","'List 14",NA,"'231","'33.64257813","04597227108459808/layout.csv"
